"first_id","year","table.x","desc","desc_en"
"AUTRAC16",1998,"CYACT","Autre activité exercée après la 16ème période","Other activity carried out after the 16th period"
"AUTRAC17",1998,"CYACT","Autre activité exercée après la 17ème période","Other activity carried out after the 17th period"
"AUTRAC2",1998,"CYACT","Autre activité exercée après la 2ème période","Other activity carried out after the 2nd period"
"AUTRAC3",1998,"CYACT","Autre activité exercée après la 3ème période","Other activity carried out after the 3rd period"
"AUTRAC4",1998,"CYACT","Autre activité exercée après la 4ème période","Other activity carried out after the 4th period"
"AUTRAC5",1998,"CYACT","Autre activité exercée après la 5ème période","Other activity carried out after the 5th period"
"AUTRAC6",1998,"CYACT","Autre activité exercée après la 6ème période","Other activity carried out after the 6th period"
"AUTRAC7",1998,"CYACT","Autre activité exercée après la 7ème période","Other activity carried out after the 7th period"
"AUTRAC8",1998,"CYACT","Autre activité exercée après la 8ème période","Other activity carried out after the 8th period"
"AUTRAC9",1998,"CYACT","Autre activité exercée après la 9ème période","Other activity carried out after the 9th period"
"CAUSAC1",1998,"CYACT","Raison de l'inactivité durant la 1ère période","Reason for inactivity during the 1st period"
"CAUSAC10",1998,"CYACT","Raison de l'inactivité durant la 10ème période","Reason for inactivity during the 10th period"
"CAUSAC11",1998,"CYACT","Raison de l'inactivité durant la 11ème période","Reason for inactivity during the 11th period"
"CAUSAC12",1998,"CYACT","Raison de l'inactivité durant la 12ème période","Reason for inactivity during 12th period"
"CAUSAC13",1998,"CYACT","Raison de l'inactivité durant la 13ème période","Reason for inactivity during the 13th period"
"CAUSAC14",1998,"CYACT","Raison de l'inactivité durant la 14ème période","Reason for inactivity during the 14th period"
"CAUSAC15",1998,"CYACT","Raison de l'inactivité durant la 15ème période","Reason for inactivity during the 15th period"
"CAUSAC16",1998,"CYACT","Raison de l'inactivité durant la 16ème période","Reason for inactivity during the 16th period"
"CAUSAC17",1998,"CYACT","Raison de l'inactivité durant la 17ème période","Reason for inactivity during the 17th period"
"CAUSAC2",1998,"CYACT","Raison de l'inactivité durant la 2ème période","Reason for inactivity during the 2nd period"
"CAUSAC3",1998,"CYACT","Raison de l'inactivité durant la 3ème période","Reason for inactivity during the 3rd period"
"CAUSAC4",1998,"CYACT","Raison de l'inactivité durant la 4ème période","Reason for inactivity during the 4th period"
"CAUSAC5",1998,"CYACT","Raison de l'inactivité durant la 5ème période","Reason for inactivity during the 5th period"
"CAUSAC6",1998,"CYACT","Raison de l'inactivité durant la 6ème période","Reason for inactivity during the 6th period"
"CAUSAC7",1998,"CYACT","Raison de l'inactivité durant la 7ème période","Reason for inactivity during the 7th period"
"CAUSAC8",1998,"CYACT","Raison de l'inactivité durant la 8ème période","Reason for inactivity during 8th period"
"CAUSAC9",1998,"CYACT","Raison de l'inactivité durant la 9ème période","Reason for inactivity during 9th period"
"CYAR1",1998,"CYACT","Accord sur le nombre d'années d'exercice d'une activité professionnelle","Agreement on the number of years of professional activity"
"CYAR2",1998,"CYACT","Interruptions de moins d'un an durant les périodes d'activité (pour maladie ou de courte période de chômage)","Interruptions of less than one year during periods of activity (for illness or short period of unemployment)"
"CYAR3A",1998,"CYACT","Nombre d'années travaillées dans l'entreprise actuelle","Number of years worked in current company"
"CYAR3B",1998,"CYACT","Nombre d'années travaillées dans la dernière entreprise","Number of years worked in last company"
"CYAR4",1998,"CYACT","Travail à temps partiel durant les périodes d'activité","Part-time work during periods of activity"
"CYAR41",1998,"CYACT","Nombre d'années de travail à temps partiel","Number of years of part-time work"
"CYAR42",1998,"CYACT","Taux de temps partiel","Part-time rate"
"CYAR5",1998,"CYACT","Appréciation personnelle du déroulement de carrière","Personal assessment of career development"
"DEBACT1",1998,"CYACT","Année de début de la 1ère période","Year of start of the 1st period"
"DEBACT10",1998,"CYACT","Année de début de la 10ème période","Start year of the 10th period"
"DEBACT11",1998,"CYACT","Année de début de la 11ème période","Start year of the 11th period"
"DEBACT12",1998,"CYACT","Année de début de la 12ème période","Start year of the 12th period"
"DEBACT13",1998,"CYACT","Année de début de la 13ème période","Start year of the 13th period"
"DEBACT14",1998,"CYACT","Année de début de la 14ème période","Start year of the 14th period"
"DEBACT15",1998,"CYACT","Année de début de la 15ème période","Start year of the 15th period"
"DEBACT16",1998,"CYACT","Année de début de la 16ème période","Start year of the 16th period"
"DEBACT17",1998,"CYACT","Année de début de la 17ème période","Start year of the 17th period"
"DEBACT2",1998,"CYACT","Année de début de la 2ème période","Year of start of the 2nd period"
"DEBACT3",1998,"CYACT","Année de début de la 3ème période","Year of start of the 3rd period"
"DEBACT4",1998,"CYACT","Année de début de la 4ème période","Year of start of the 4th period"
"DEBACT5",1998,"CYACT","Année de début de la 5ème période","Year of start of the 5th period"
"DEBACT6",1998,"CYACT","Année de début de la 6ème période","Year of start of the 6th period"
"DEBACT7",1998,"CYACT","Année de début de la 7ème période","Year of start of the 7th period"
"DEBACT8",1998,"CYACT","Année de début de la 8ème période","Year of start of the 8th period"
"DEBACT9",1998,"CYACT","Année de début de la 9ème période","Year of start of the 9th period"
"FINACT1",1998,"CYACT","Année de fin de 1ère période","Year of end of 1st period"
"FINACT10",1998,"CYACT","Année de fin de 10ème période","Year of end of 10th period"
"FINACT11",1998,"CYACT","Année de fin de 11ème période","Year of end of 11th period"
"FINACT12",1998,"CYACT","Année de fin de 12ème période","Year of end of 12th period"
"FINACT13",1998,"CYACT","Année de fin de 13ème période","Year of end of 13th period"
"FINACT14",1998,"CYACT","Année de fin de 14ème période","Year of end of 14th period"
"FINACT15",1998,"CYACT","Année de fin de 15ème période","Year of end of 15th period"
"FINACT16",1998,"CYACT","Année de fin de 16ème période","Year of end of 16th period"
"FINACT17",1998,"CYACT","Année de fin de 17ème période","Year of end of 17th period"
"FINACT2",1998,"CYACT","Année de fin de 2ème période","Year of end of 2nd period"
"FINACT3",1998,"CYACT","Année de fin de 3ème période","Year of end of 3rd period"
"FINACT4",1998,"CYACT","Année de fin de 4ème période","Year of end of 4th period"
"FINACT5",1998,"CYACT","Année de fin de 5ème période","Year of end of 5th period"
"FINACT6",1998,"CYACT","Année de fin de 6ème période","Year of end of 6th period"
"FINACT7",1998,"CYACT","Année de fin de 7ème période","Year of end of 7th period"
"FINACT8",1998,"CYACT","Année de fin de 8ème période","Year of end of 8th period"
"FINACT9",1998,"CYACT","Année de fin de 9ème période","Year of end of 9th period"
"IDENT",1998,"CYACT","Identifiant du ménage","Household ID"
"IDNUM",1998,"CYACT","Identifiant de l'individu","Individual identifier"
"NPOIDS",1998,"CYACT","Pondération unitaire","Unit weighting"
"POND",1998,"CYACT","Pondération extrapolée","Extrapolated weighting"
"STATAC1",1998,"CYACT","Statut d'activité durant la 1ère période","Activity status during the 1st period"
"STATAC10",1998,"CYACT","Statut d'activité durant la 10ème période","Activity status during the 10th period"
"STATAC11",1998,"CYACT","Statut d'activité durant la 11ème période","Activity status during the 11th period"
"STATAC12",1998,"CYACT","Statut d'activité durant la 12ème période","Activity status during the 12th period"
"STATAC13",1998,"CYACT","Statut d'activité durant la 13ème période","Activity status during the 13th period"
"STATAC14",1998,"CYACT","Statut d'activité durant la 14ème période","Activity status during the 14th period"
"STATAC15",1998,"CYACT","Statut d'activité durant la 15ème période","Activity status during the 15th period"
"STATAC16",1998,"CYACT","Statut d'activité durant la 16ème période","Activity status during the 16th period"
"STATAC17",1998,"CYACT","Statut d'activité durant la 17ème période","Activity status during the 17th period"
"STATAC2",1998,"CYACT","Statut d'activité durant la 2ème période","Activity status during the 2nd period"
"STATAC3",1998,"CYACT","Statut d'activité durant la 3ème période","Activity status during the 3rd period"
"STATAC4",1998,"CYACT","Statut d'activité durant la 4ème période","Activity status during the 4th period"
"STATAC5",1998,"CYACT","Statut d'activité durant la 5ème période","Activity status during the 5th period"
"STATAC6",1998,"CYACT","Statut d'activité durant la 6ème période","Activity status during the 6th period"
"STATAC7",1998,"CYACT","Statut d'activité durant la 7ème période","Activity status during the 7th period"
"STATAC8",1998,"CYACT","Statut d'activité durant la 8ème période","Activity status during the 8th period"
"STATAC9",1998,"CYACT","Statut d'activité durant la 9ème période","Activity status during the 9th period"
"ANTICA",1998,"DETTES","Remboursement anticipé de l'emprunt initial (immobilier ou professionnel)","Early repayment of the initial loan (real estate or professional)"
"ANTICB",1998,"DETTES","Remboursement anticipé partiel ou total","Partial or total early repayment"
"ANTICC",1998,"DETTES","Emprunt échu suite à remboursement anticipé","Loan expired following early repayment"
"CARTE",1998,"DETTES","Crédit permanent (revolving) associé à l'utilisation d'une carte","Permanent credit (revolving) associated with the use of a card"
"COMPTAN",1998,"DETTES","Valeur d'achat du bien en leasing (professionnel ou privé)","Purchase value of the leased property (professional or private)"
"COMPTANB",1998,"DETTES","Crédit portant sur la totalité de la valeur du bien acheté","Credit covering the entire value of the property purchased"
"DATEA",1998,"DETTES","Année de mise en place de l'emprunt, de souscription du contrat de leasing","Year of setting up the loan, subscribing to the leasing contract"
"DATEM",1998,"DETTES","Mois de mise en place de l'emprunt, de souscription du contrat de leasing","Month of setting up the loan, subscribing to the leasing contract"
"DEPUIS",1998,"DETTES","Année de mise en place du prêt permanent (revolving)","Year of establishment of the permanent loan (revolving)"
"DETDON",1998,"DETTES","Emprunt fait à la famille, un ami ou un particulier, assimilable à un don","Loan made to family, a friend or an individual, comparable to a gift"
"DETOBJ1",1998,"DETTES","Motif de l'emprunt professionnel","Reason for professional loan"
"DETOBJ2",1998,"DETTES","Motif du contrat de leasing professionnel","Reason for the professional leasing contract"
"DETOBJ3",1998,"DETTES","Motif principal de l'emprunt immobilier non professionnel","Main reason for the non-professional real estate loan"
"DETOBJ4",1998,"DETTES","Motif de l'emprunt non immobilier à titre privé (prêt personnel, leasing, achat à crédit et revolving) Carte O-5 du cahier des cartes","Reason for private non-real estate loan (personal loan, leasing, credit purchase and revolving) Card O-5 from the card book"
"DETTYP",1998,"DETTES","Type de crédit ou d'emprunt","Type of credit or loan"
"DUREA",1998,"DETTES","Durée de l'emprunt ou du leasing","Duration of the loan or leasing"
"IDENT",1998,"DETTES","Identifiant du ménage","Household ID"
"IDPROD-4",1998,"DETTES","Identifiant du produit (forme d'endettement)","Product identifier (form of debt)"
"KDU",1998,"DETTES","Montant du capital restant dû - valeur déclarée","Amount of capital remaining due - declared value"
"KDUNUL",1998,"DETTES","Raison expliquant le capital restant dû nul","Reason explaining the zero outstanding capital"
"KDUOK",1998,"DETTES","Confirmation du remboursement intégral du capital de l'emprunt","Confirmation of full repayment of the loan capital"
"MI",1998,"DETTES","Montant de l'emprunt - valeur déclarée","Loan amount - declared value"
"MIP",1998,"DETTES","Variable de contrôle du montant de l'emprunt déclaré","Control variable for the amount of the loan declared"
"MIT",1998,"DETTES","Montant total de l'emprunt professionnel - valeur déclarée","Total amount of the professional loan - declared value"
"NATEMP",1998,"DETTES","Type de dette","They type this"
"NATUR",1998,"DETTES","Nature du prêt immobilier à titre privé","Nature of the private real estate loan"
"NPOIDS",1998,"DETTES","Pondération unitaire","Unit weighting"
"PART",1998,"DETTES","Part de l'emprunt ou du leasing appartenant au ménage","Share of the loan or leasing belonging to the household"
"PARTAG",1998,"DETTES","Emprunt ou leasing partagé avec des associés hors ménage","Loan or leasing shared with non-household partners"
"PERIOD",1998,"DETTES","Périodicité des versements au titre de l'emprunt, du leasing ou du revoving","Frequency of payments for the loan, leasing or reviving"
"PLAF",1998,"DETTES","Plafond maximum autorisé pour le crédit permanent (revolving)","Maximum ceiling authorized for permanent credit (revolving)"
"POND",1998,"DETTES","Pondération extrapolée","Extrapolated weighting"
"QUI3",1998,"DETTES","Endettement professionnel : organisme prêteur","Professional debt: lending organization"
"QUI4",1998,"DETTES","Endettement immobilier : organisme prêteur","Real estate debt: lending organization"
"QUI5",1998,"DETTES","Prêt personnel non immobilier : organisme prêteur","Non-real estate personal loan: lending organization"
"QUI6",1998,"DETTES","Crédit permanent (revolving) : organisme prêteur","Permanent credit (revolving): lending organization"
"REGU",1998,"DETTES","Remboursements réguliers (dans le cas d'un emprunt fait à la famille, à un ami ou à un particulier)","Regular repayments (in the case of a loan from family, a friend or an individual)"
"RELAI",1998,"DETTES","Prêt immobilier : prêt relai","Real estate loan: bridging loan"
"REMB",1998,"DETTES","Montant du dernier versement effectué au titre de l'emprunt, du leasing ou du revolving","Amount of the last payment made for the loan, leasing or revolving"
"REMB12",1998,"DETTES","Montant annuel des remboursements déclaré au titre de l'emprunt, du leasing ou du revolving","Annual amount of repayments declared for the loan, leasing or revolving"
"REMBMOD",1998,"DETTES","Modulation des versements pour le prêt permanent (revolving)","Modulation of payments for the permanent loan (revolving)"
"REMBPB",1998,"DETTES","Confirmation de la description de l'emprunt en cas d'anomalie détectée lors du contrôle automatique","Confirmation of the description of the loan in the event of an anomaly detected during automatic control"
"REMBTYP",1998,"DETTES","Type des remboursements de l'emprunt","Type of loan repayments"
"RENEGO",1998,"DETTES","Renégociation de l'emprunt (immobilier ou professionnel)","Renegotiation of the loan (real estate or professional)"
"SIMKDU",1998,"DETTES","Montant du capital restant dû - valeur simulée","Amount of capital remaining due - simulated value"
"SIMKDUT",1998,"DETTES","Montant total du capital restant dû pour l'emprunt professionnel - valeur simulée (montant total et pas seulement part du ménage)","Total amount of capital remaining due for the professional loan - simulated value (total amount and not just household share)"
"SIMMI",1998,"DETTES","Montant de l'emprunt, du leasing - valeur simulée","Amount of loan, leasing - simulated value"
"SIMMIT",1998,"DETTES","Montant total de l'emprunt, du leasing, professionnel - valeur simulée","Total amount of loan, leasing, professional - simulated value"
"SITU1",1998,"DETTES","1ère situation particulière pour l'emprunt pouvant expliquer l'anomalie détectée lors du contrôle automatique","1st special situation for the loan which could explain the anomaly detected during the automatic check"
"SITU2",1998,"DETTES","2ème situation particulière pour l'emprunt pouvant expliquer l'anomalie détectée lors du contrôle automatique","2nd special situation for the loan which may explain the anomaly detected during the automatic check"
"SITU5_",1998,"DETTES","Autre situation particulière pour l'emprunt pouvant expliquer l'anomalie détectée lors du contrôle automatique","Other specific situation for the loan which may explain the anomaly detected during the automatic check"
"TAUX",1998,"DETTES","Valeur actuelle du taux d'intérêt de l'emprunt","Current value of the interest rate of the loan"
"TAUXFIX",1998,"DETTES","Taux d'intérêt de l'emprunt, fixe ou variable","Interest rate of the loan, fixed or variable"
"TAUXFR",1998,"DETTES","Base du taux d'intérêt du prêt permanent (revolving)","Base of the interest rate of the permanent loan (revolving)"
"TYPEMP",1998,"DETTES","Intitulé en clair du type de dette","Clear title of the type of debt"
"USAGE",1998,"DETTES","Usage du bien en leasing : professionnel ou privé","Use of the property for leasing: professional or private"
"VAL12",1998,"DETTES","Confirmation du montant annuel des remboursements effectués au titre de l'emprunt, du leasing","Confirmation of the annual amount of repayments made for the loan, leasing"
"VALDUR",1998,"DETTES","Unité de la durée (DUREA) de l'emprunt, du leasing","Unit of duration (DUREA) of the loan, leasing"
"HCS1_",1998,"ENFHORS","Niveau social de l'enfant hors domicile dans la Fonction publique","Social level of children outside the home in the Civil Service"
"HCS2_",1998,"ENFHORS","Niveau social de l'enfant hors domicile","Social level of the child outside the home"
"HCSI_",1998,"ENFHORS","Niveau social de l'enfant hors domicile indépendant","Social level of the child outside the independent home"
"HODAN",1998,"ENFHORS","Année de naissance de l'enfant hors domicile","Year of birth of child outside home"
"HODCHO",1998,"ENFHORS","Inactivité de l'enfant hors domicile","Inactivity of the child outside the home"
"HODCO",1998,"ENFHORS","Vie en couple de l'enfant hors domicile","Family life of the child outside the home"
"HODCOM",1998,"ENFHORS","Enfant hors domicile à son compte ou aide familial","Self-employed child outside the home or family caregiver"
"HODEMP",1998,"ENFHORS","Activité de l'enfant hors domicile (emploi ou retraite)","Child's activity outside the home (employment or retirement)"
"HODENNB",1998,"ENFHORS","Nombre d'enfants de l'enfant hors domicile","Number of children of child away from home"
"HODIP",1998,"ENFHORS","Diplôme le plus élevé ou équivalent de l'enfant hors domicile","Highest diploma or equivalent of the child outside the home"
"HODLN",1998,"ENFHORS","Lien de l'enfant hors domcile avec le couple","Relationship of the child outside the home with the couple"
"HODPUB",1998,"ENFHORS","Appartenance de l'enfant hors domicile à la Fonction publique","Membership of the child outside the home in the Civil Service"
"HODRANG",1998,"ENFHORS","Numéro de l'enfant hors domicile","Number of child outside home"
"HODSEX",1998,"ENFHORS","Sexe de l'enfant hors domicile","Sex of child outside home"
"IDENT",1998,"ENFHORS","Identifiant du ménage","Household ID"
"NPOIDS",1998,"ENFHORS","Pondération unitaire","Unit weighting"
"POND",1998,"ENFHORS","Pondération extrapolée","Extrapolated weighting"
"AUTACQ",1998,"IMMOB","Moyen d'acquisition de chacun des autres logements","Means of acquisition of each of the other dwellings"
"AUTAN",1998,"IMMOB","Date d'acquisition de chacun des autres logements","Date of acquisition of each of the other dwellings"
"AUTLOC",1998,"IMMOB","Nombre de mois par an où le logement est loué","Number of months per year the accommodation is rented"
"AUTOC1",1998,"IMMOB","Raison pour laquelle le ménage occupe seul le logement","Reason why the household occupies the dwelling alone"
"AUTOC2",1998,"IMMOB","Raison pour laquelle le ménage n'occupe pas seul le logement","Reason why the household does not occupy the accommodation alone"
"AUTOCC",1998,"IMMOB","Occupation du logement seulement par le ménage","Occupancy of the accommodation only by the household"
"AUTSU",1998,"IMMOB","Surface habitable","Surface habitable"
"AUTYP",1998,"IMMOB","Type d'immeuble dans lequel est situé chacun des autres logements non regroupés en immeuble","Type of building in which each of the other dwellings not grouped into a building is located"
"DEP",1998,"IMMOB","Localisation des autres logements du ménage : département","Location of the household's other dwellings: department"
"FONAU",1998,"IMMOB","Part des autres logements revenant aux autres personnes du ménage","Share of other housing allocated to other people in the household"
"FONCJ",1998,"IMMOB","Part des autres logements revenant au conjoint","Share of other housing going to the spouse"
"FONHM",1998,"IMMOB","Part des autres logements revenant aux personnes hors ménage","Share of other housing allocated to people outside the household"
"FONMAX",1998,"IMMOB","Valeur maximale des autres logements (déclarée)","Maximum value of other dwellings (declared)"
"FONMIN",1998,"IMMOB","Valeur minimale des autres logements (déclarée)","Minimum value of other dwellings (declared)"
"FONPR",1998,"IMMOB","Part des autres logements revenant à la personne de référence","Share of other housing going to the reference person"
"IDENT",1998,"IMMOB","Identifiant du ménage","Household ID"
"IDPROD-2",1998,"IMMOB","Identifiant du produit (bien immobilier)","Product identifier (real estate)"
"LOGTIER",1998,"IMMOB","Existence de propriétaires hors ménage de la résidence principale","Existence of non-household owners of the main residence"
"LOGTU",1998,"IMMOB","Localisation des autres logements : taille urbaine","Location of other housing: urban size"
"NPOIDS",1998,"IMMOB","Pondération unitaire","Unit weighting"
"POND",1998,"IMMOB","Pondération extrapolée","Extrapolated weighting"
"SIMFON",1998,"IMMOB","Valeur simulée du bien immobilier, total","Simulated value of real estate, total"
"SIMFONM",1998,"IMMOB","Valeur simulée du bien immobilier, part du ménage","Simulated value of real estate, household share"
"TYPLOGT",1998,"IMMOB","Type de logement","Housing type"
"ACTI",1998,"INDEPEN","Code précis de l'activité de l'entreprise","Precise code of company activity"
"ACTIL",1998,"INDEPEN","Code de l'activité de l'entreprise","Company activity code"
"ANCREA",1998,"INDEPEN","Année de création de l'entreprise principale","Year main business established"
"AUACT",1998,"INDEPEN","Direction d'autres entreprises avant la direction de l'entreprise principale actuelle","Management of other companies before management of current main company"
"CHEF1",1998,"INDEPEN","1er chef de l'entreprise","1st head of the company"
"CHEF2",1998,"INDEPEN","2ème chef de l'entreprise","2nd head of the company"
"CHEF3",1998,"INDEPEN","3ème chef de l'entreprise","3rd head of the company"
"ENT",1998,"INDEPEN","Activité de l'entreprise","Company's activity"
"FORF",1998,"INDEPEN","Entreprise au forfait","Package company"
"FRANCHI",1998,"INDEPEN","Entreprise franchisée","Franchise business"
"ID",1998,"INDEPEN","Identifiant du module indépendant","Independent module identifier"
"IDENT",1998,"INDEPEN","Identifiant du ménage","Household ID"
"INST",1998,"INDEPEN","Entreprise principale créée, héritée ou achetée","Main business created, inherited or purchased"
"IS",1998,"INDEPEN","Entreprise imposée à l'impôt sur les sociétés","Company subject to corporate tax"
"JUR",1998,"INDEPEN","Forme juridique de l'entreprise","Legal form of the company"
"NB",1998,"INDEPEN","Nombre de salariés de l'entreprise","Number of company employees"
"NBMOD",1998,"INDEPEN","Numéro module","Module number"
"NOENT",1998,"INDEPEN","Numéro entreprise","Company number"
"NPOIDS",1998,"INDEPEN","Pondération unitaire","Unit weighting"
"POND",1998,"INDEPEN","Pondération extrapolée","Extrapolated weighting"
"PRINS",1998,"INDEPEN","Condition d'achat de l'entreprise principale","Main business purchase condition"
"SANTAC",1998,"INDEPEN","Développement de l'entreprise principale","Main business development"
"VEND",1998,"INDEPEN","Vendeur de l'entreprise principale","Main Company Seller"
"ACTIV",1998,"INDIVIDU","Activité de l'établissement - intitulé en clair","Activity of the establishment - clear title"
"ACTPA",1998,"INDIVIDU","Exercice d'une activité professionnelle dans le passé","Exercising a professional activity in the past"
"ACTSEC",1998,"INDIVIDU","Exercice d'une activité secondaire (rémunérée)","Carrying out a secondary activity (paid)"
"AGE",1998,"INDIVIDU","Age","Age"
"ANAIS",1998,"INDIVIDU","Année de naissance","year of birth"
"ANCESS",1998,"INDIVIDU","Année de cessation d'activité","Year of cessation of activity"
"CS",1998,"INDIVIDU","Catégorie socioprofessionnelle","Socio-Professional Category"
"DEPRES",1998,"INDIVIDU","Département de résidence","Residence department"
"DIEG",1998,"INDIVIDU","Diplôme le plus élévé obtenu en enseignement général (primaire ou secondaire)","Highest diploma obtained in general education (primary or secondary)"
"DIEP",1998,"INDIVIDU","Diplôme le plus élévé obtenu en enseignement technique ou professionnel","Highest diploma obtained in technical or vocational education"
"DIES",1998,"INDIVIDU","Diplôme le plus élévé obtenu en enseignement supérieur (y compris technique supérieur) (Carte B-7 du cahier des cartes)","Highest diploma obtained in higher education (including higher technical) (Card B-7 in the card book)"
"ETUDI",1998,"INDIVIDU","Etudes, formation (y compris apprentissage)","Studies, training (including apprenticeship)"
"GRADE",1998,"INDIVIDU","Classification (corps, grade...) - Intitulé en clair","Classification (body, grade, etc.) - Clearly titled"
"HAB",1998,"INDIVIDU","Logement habituel","Usual accommodation"
"IDENT",1998,"INDIVIDU","Identifiant du ménage","Household ID"
"IDNUM",1998,"INDIVIDU","Identifiant de l'individu","Individual identifier"
"LIEN",1998,"INDIVIDU","Lien avec la personne de référence","Link with reference person"
"MATRI",1998,"INDIVIDU","Statut matrimonial légal","Legal marital status"
"MNAIS",1998,"INDIVIDU","Mois de naissance","Month of birth"
NA,1998,"INDIVIDU","Nationalité","Nationality"
"NATEMPL",1998,"INDIVIDU","Nature de l'emploi salarié","Nature of salaried employment"
"NBSAL",1998,"INDIVIDU","Nombre de salariés de l'entreprise","Number of company employees"
"NIVETUD1",1998,"INDIVIDU","Niveau d'études initiales en cours","Level of initial studies in progress"
"NIVETUD2",1998,"INDIVIDU","Niveau d'études atteint","Level of studies achieved"
"NOIND",1998,"INDIVIDU","Numéro individu dans le ménage","Individual number in the household"
"NPOIDS",1998,"INDIVIDU","Pondération unitaire","Unit weighting"
"OCCUPA",1998,"INDIVIDU","Occupation d'un emploi","Holding a job"
"OCCUPB",1998,"INDIVIDU","Congé de longue durée","Long-term leave"
"OCCUPC",1998,"INDIVIDU","Occupation actuelle","Current occupancy"
"PNAIS",1998,"INDIVIDU","Pays de naissance","Native country"
"POND",1998,"INDIVIDU","Pondération extrapolée","Extrapolated weighting"
"POSIT",1998,"INDIVIDU","Position professionnelle","Professional position"
"PRES",1998,"INDIVIDU","Présence habituelle dans le logement","Usual presence in the accommodation"
"PROFESS",1998,"INDIVIDU","Profession principale - intitulé en clair","Main profession - plain title"
"RECHE",1998,"INDIVIDU","Recherche d'un emploi","Look for a job"
"SECNA",1998,"INDIVIDU","Activité secondaire","Secondary activity"
"SEXE",1998,"INDIVIDU","Sexe","Sex"
"STATUT",1998,"INDIVIDU","Statut professionnel","Professional status"
"T10AGE",1998,"INDIVIDU","Age décénal","Decennial age"
"T5AGE",1998,"INDIVIDU","Age quinquénal","Five-year age"
"TIO",1998,"INDIVIDU","Nationalité étrangère","Foreign nationality"
"VIECOU",1998,"INDIVIDU","Vie en couple","Life as a couple"
"IDENT",1998,"JEUNESSE","Identifiant du ménage","Household ID"
"IDNUM",1998,"JEUNESSE","Identifiant de l'individu","Individual identifier"
"JE1",1998,"JEUNESSE","Année de fin d'études","Graduation year"
"JE2",1998,"JEUNESSE","Profession principale du père","Father's main occupation"
"JE3",1998,"JEUNESSE","Exercice d'une activité professionnelle par la mère","Exercise of a professional activity by the mother"
"JE4",1998,"JEUNESSE","Profession principale de la mère","Main occupation of mother"
"JE51",1998,"JEUNESSE","Parents propriétaires de leur outil de travail","Parents who own their work tools"
"JE511",1998,"JEUNESSE","Parents propriétaires de leur exploitation agricole","Parents who own their farm"
"JE52",1998,"JEUNESSE","Parents propriétaires de leur résidence principale","Parents who own their main residence"
"JE53",1998,"JEUNESSE","Parents propriétaires d'autres biens immobiliers bâtis (hors outil de travail)","Parents who own other built real estate (excluding work tools)"
"JE54",1998,"JEUNESSE","Parents propriétaires de terres ou terrains (bois, landes, lac, etc.), (hors outil de travail)","Parents who own land or land (woods, moors, lake, etc.), (excluding work tools)"
